id,label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
14,28,-5.894842,-4.899304,-6.987789,-5.9786973,-5.9431257,-6.136327,-7.436671,-5.9419785,-3.5332124,-5.746531,-6.1560154,-6.464072,-7.0935235,-8.311131,-7.2313733,-6.805608,-3.427032,-8.072479,-6.710921,-6.458678,-6.679162,-7.110617,-6.147868,-8.396781,-2.1101806,-5.02837,-3.19479,-7.7087374,-0.500573,-6.7946,-2.2666397,-5.850704,-7.291246,-6.6578913,-5.6863847,-6.834135,-7.9795704,-6.488226,-4.946602,-7.019906
15,28,-5.2568493,-4.777498,-4.9822016,-5.8610973,-4.3288064,-4.7873707,-7.502775,-5.887481,-4.0162215,-3.882731,-4.7151785,-6.102288,-6.0029593,-6.819221,-5.476261,-5.703375,-3.007574,-7.201791,-5.918335,-6.7889605,-5.08622,-6.1351056,-4.886603,-7.3235817,-1.3761204,-5.1481085,-3.6928558,-8.019615,-1.2824591,-5.813449,-1.74499,-5.2388635,-5.9587893,-4.6676064,-3.1648912,-5.7157288,-5.8132424,-5.110535,-5.356633,-5.2436004
16,28,-7.1813874,-6.171964,-7.4923725,-6.3138,-5.6767836,-6.455666,-8.984597,-7.0052075,-3.423178,-6.0828357,-5.842962,-6.8575664,-7.854042,-9.663545,-7.81752,-7.5853987,-4.0626283,-9.45617,-8.079159,-7.471012,-6.5353684,-7.670948,-6.48842,-8.93949,-2.5958033,-8.102608,-4.0935097,-8.743007,-0.23210038,-7.4137993,-3.5303874,-6.991655,-8.625584,-7.6311955,-5.505444,-7.154557,-7.067464,-6.479845,-5.8497925,-7.367242
17,28,-5.7367253,-5.485729,-4.837984,-5.3285832,-5.1461325,-4.619522,-7.237481,-5.7055483,-3.7142086,-4.0956864,-5.3273883,-6.3396297,-6.312473,-7.6445966,-6.020929,-5.590021,-4.017953,-8.01638,-5.2104177,-6.784883,-5.399577,-6.3526206,-5.6236677,-7.235942,-2.7853138,-5.948186,-2.8284595,-7.9806004,-0.7927286,-5.9670963,-1.4585376,-6.2205877,-6.441845,-4.7340436,-5.065566,-5.998291,-7.8954434,-5.6253023,-3.5821211,-5.506695
18,28,-6.3114886,-6.032808,-5.3418603,-6.1176634,-5.58315,-5.459294,-8.699853,-6.8550434,-4.338589,-3.9671092,-5.537417,-7.125278,-7.1851964,-8.557735,-6.519802,-6.5622296,-3.6787386,-8.732405,-6.9995756,-7.512467,-5.4929996,-7.192478,-5.6611333,-8.603993,-2.050635,-7.190315,-3.82113,-8.781296,-0.47606307,-6.728025,-2.3450725,-7.052913,-7.4436,-5.5919385,-4.5476966,-6.631245,-8.23798,-5.923492,-4.480638,-5.986308
19,28,-6.2065845,-5.2686467,-6.5326877,-6.4735413,-5.891827,-6.43576,-7.655889,-6.143681,-2.5092876,-5.703929,-5.9894347,-6.8623195,-7.1302238,-7.9938664,-7.2901855,-6.264324,-3.5855484,-8.830578,-6.2392297,-6.427769,-6.463738,-7.1441708,-6.0498276,-7.1511016,-2.394405,-5.142923,-2.821059,-8.526611,-0.6562209,-6.643411,-1.8729699,-6.4462643,-7.3393655,-5.7277713,-5.0303383,-6.761927,-8.777004,-7.022925,-4.8476768,-6.624233
20,28,-6.693429,-6.2131176,-6.642561,-5.937509,-5.9286594,-4.643924,-8.568664,-6.5094194,-3.857036,-5.202908,-5.9755917,-6.8652725,-7.3568745,-9.53393,-7.251519,-6.8718085,-4.3863606,-8.699146,-7.314672,-7.2994375,-5.8803844,-7.2673025,-6.491304,-8.403949,-2.424829,-7.6289144,-3.5903258,-8.327341,-0.34961212,-6.6664405,-2.5571675,-6.3094277,-7.751738,-6.705717,-5.032981,-6.721995,-7.9058394,-5.5178432,-4.6722054,-6.5042405
21,28,-6.4996395,-6.7199845,-5.3989506,-6.419375,-5.3368926,-5.5871534,-9.497374,-7.1872277,-4.040465,-3.73733,-4.8676977,-6.453077,-7.2774386,-8.220765,-6.2456617,-7.2030196,-3.7414207,-8.718487,-8.066249,-6.736185,-5.02607,-7.2275324,-5.3978095,-8.937948,-1.131743,-8.626731,-4.3672047,-8.176433,-0.7311974,-6.991722,-3.7466612,-7.1783485,-7.779269,-5.5468655,-3.4910817,-6.7101088,-6.4324665,-5.5403028,-5.9240246,-5.610615
22,28,-5.827979,-6.106784,-5.400693,-6.250204,-6.03389,-5.35425,-8.2359915,-5.8105783,-4.208459,-4.720001,-5.1334505,-6.389286,-6.8921804,-8.054213,-6.2981853,-6.162986,-4.626707,-8.23629,-5.776168,-6.630164,-5.9920034,-7.0104227,-5.55284,-8.647743,-2.158642,-6.4657507,-4.4421396,-8.324435,-0.36256337,-6.4168386,-2.683673,-6.400653,-6.676466,-5.564232,-5.0408754,-6.5489655,-7.66914,-6.389531,-5.1136723,-6.356271
23,28,-7.3648567,-7.361166,-6.8994684,-6.9357963,-4.1490927,-5.566755,-10.550383,-8.114237,-3.5157952,-4.7310033,-5.0333114,-6.9461017,-7.9331975,-8.958425,-6.891803,-7.9006658,-5.4280186,-9.96888,-8.971071,-7.6086044,-5.85662,-7.7670264,-6.4526343,-8.790893,-2.1538377,-9.212875,-6.336291,-9.042488,-0.36061522,-6.837152,-5.0867066,-6.0222354,-8.321977,-7.1044173,-2.7235518,-7.021932,-4.13444,-4.786879,-8.198118,-6.3884897
24,28,-5.905725,-5.42217,-5.478449,-5.173841,-5.058708,-4.800508,-7.1693206,-5.933045,-3.389904,-4.1629796,-4.998211,-6.240241,-6.265146,-7.465942,-6.1444764,-5.79497,-3.6582868,-7.777013,-6.402009,-6.4813147,-5.0378947,-6.2207813,-5.2069626,-6.5762825,-1.8488061,-6.869285,-2.531088,-7.6675396,-0.8823113,-5.9645777,-1.9439754,-6.064652,-6.6654577,-5.1341825,-4.2225494,-5.778869,-6.7496095,-5.1130047,-4.026394,-5.437254
25,30,-5.605093,-4.877604,-4.224879,-4.7678566,-4.5949273,-4.62046,-5.7763505,-5.226489,-3.4845147,-4.336954,-3.686254,-5.4914584,-5.6704693,-7.5359855,-5.6287284,-5.2226777,-3.6745973,-7.1599603,-6.165341,-6.508103,-5.487023,-5.668319,-3.532868,-4.769576,-1.7119881,-6.0086184,-2.537632,-7.9572988,-1.9774066,-5.5456877,-1.2134377,-4.844161,-5.513858,-4.242663,-4.148413,-5.159883,-5.6018248,-4.946324,-4.4803357,-5.421437
26,28,-5.768652,-4.7266965,-6.330169,-5.128719,-5.3470387,-5.4555535,-6.06505,-5.419451,-4.131384,-6.0130987,-4.082183,-5.721398,-6.4066186,-7.6174397,-6.6569123,-6.558045,-2.668805,-7.093661,-7.002298,-5.989387,-5.521255,-6.0030484,-5.8738894,-6.7739625,-1.987582,-5.8332276,-3.604215,-5.848051,-0.6605266,-6.2257504,-2.3456783,-4.27316,-6.9748693,-7.248032,-4.6639156,-6.236307,-5.8419795,-4.920889,-4.2767134,-6.4519057
27,28,-5.7814064,-6.8482885,-5.319681,-6.8966928,-5.5466857,-6.131711,-9.133628,-6.3715854,-5.178564,-4.339721,-5.337847,-6.8173575,-7.34182,-7.601017,-5.7909617,-7.284885,-4.103972,-8.091288,-6.893057,-6.5146303,-5.839732,-7.2593403,-5.587218,-8.223441,-1.0618441,-7.1037264,-5.3605223,-7.3743477,-0.6851204,-7.180008,-3.1508698,-6.086571,-6.778673,-5.816278,-4.794996,-7.1057124,-7.3664904,-5.1295023,-6.121024,-6.2893763
28,28,-5.7180204,-4.3903904,-5.8919716,-4.8060055,-4.8729305,-4.595966,-7.1208286,-6.046726,-2.7200305,-3.9168873,-4.7914495,-6.0942144,-5.9469843,-5.9801292,-6.063551,-5.4673185,-2.9965587,-7.288661,-5.9676123,-6.2861853,-5.210436,-5.952508,-5.8447523,-6.2738485,-1.5035515,-5.6906395,-2.9889696,-7.2494717,-1.3317072,-5.448696,-1.8907483,-5.1349916,-6.402587,-5.053687,-3.4708238,-5.674382,-6.119632,-4.5361967,-4.233915,-5.3780575
29,28,-5.3292346,-4.8145,-4.691846,-4.4540234,-4.381638,-4.155577,-5.98492,-5.330966,-3.1953819,-3.7427046,-4.2910633,-5.4983287,-5.383888,-6.360554,-5.3896093,-5.011092,-3.0395703,-6.610717,-5.648152,-5.7439737,-4.3395815,-5.296455,-4.647803,-5.460449,-1.8002691,-6.25596,-2.3973794,-6.4005594,-1.4857836,-5.293258,-1.8670535,-5.5102367,-5.829094,-4.435344,-3.7845812,-5.0333233,-5.7066965,-4.5597625,-3.6306777,-4.7283454
30,28,-6.5364513,-6.5112896,-7.1158075,-5.7345157,-5.290319,-5.3392034,-8.001799,-6.148265,-3.1754923,-5.851948,-6.1841645,-6.503683,-7.0952864,-8.461318,-7.2837377,-6.472251,-5.4405766,-9.079318,-6.1782618,-6.3146143,-6.5034976,-7.0486417,-6.566398,-7.588051,-3.2317526,-7.3226523,-3.3334956,-8.244568,-0.21656162,-6.2882147,-4.20885,-6.85051,-7.5501738,-6.8401074,-6.0461373,-6.436758,-6.76536,-6.276215,-4.8724065,-6.712028
31,28,-5.748151,-5.553853,-5.673261,-5.3165274,-4.6787133,-4.822102,-7.6990814,-5.9600134,-3.235629,-4.569529,-4.719333,-5.788263,-6.3104343,-7.1735525,-6.071134,-6.11895,-3.3918154,-7.778346,-6.440584,-5.928634,-5.3958154,-6.2526374,-5.531679,-7.311614,-1.7880447,-6.308486,-3.4608693,-7.1605396,-0.5821001,-5.978469,-3.1700118,-6.121598,-6.817486,-5.5732512,-4.2929053,-5.960292,-5.776078,-5.4925523,-4.9093146,-5.638884
32,28,-5.7684383,-5.5095606,-4.7610474,-5.9180346,-5.2289333,-6.096987,-7.1667747,-5.903323,-3.6613162,-3.7465832,-4.543749,-6.2689476,-6.4071884,-7.7005672,-5.707431,-5.9199934,-3.621261,-7.688987,-6.27966,-6.7500353,-5.205353,-6.4241905,-4.5388155,-6.7435417,-1.8645332,-5.538851,-4.0765104,-7.670847,-0.9095743,-6.3635607,-1.5359457,-6.0512085,-6.360221,-4.3906584,-3.7399666,-6.177599,-6.5151587,-6.172369,-5.3604345,-5.3527803
33,28,-6.935567,-6.7848644,-7.847305,-7.2470565,-6.167135,-7.1707788,-9.555613,-7.291751,-3.6855032,-6.116451,-6.833807,-7.5832267,-8.296276,-9.916399,-8.12399,-8.118854,-4.1722236,-9.825574,-8.749645,-6.9000487,-7.2228875,-8.273126,-6.387022,-8.969198,-1.5725706,-7.0563903,-4.026834,-8.742586,-0.37660763,-7.7391896,-3.888348,-7.5033736,-8.745413,-8.002724,-5.2362,-7.6110015,-8.442485,-7.1122255,-6.1639824,-7.572402
34,28,-5.3997235,-5.241266,-4.3422284,-4.5359015,-3.866426,-3.7967834,-6.296271,-5.4266925,-3.6500401,-3.53122,-4.522113,-5.595397,-5.4415507,-7.458589,-5.30043,-4.930653,-2.7886147,-6.7043443,-5.6228676,-6.254557,-4.7284193,-5.4491086,-4.0323906,-5.6599584,-1.7591494,-5.8344026,-2.6312468,-7.1077466,-1.4236625,-5.3513536,-1.8762249,-6.362885,-5.7615876,-4.0463715,-4.143712,-5.0038505,-5.6010747,-5.0077877,-4.1002746,-4.7420735
35,28,-5.4371567,-5.032454,-5.3228545,-4.4109197,-5.922694,-4.5960407,-6.071961,-5.186311,-2.9278364,-4.3354583,-4.2002687,-5.208489,-5.843457,-6.8355,-5.9858665,-5.7507567,-3.2715745,-7.0092883,-6.4536786,-5.2263603,-5.5226345,-5.7166896,-5.4156218,-5.8051276,-1.646757,-5.1896205,-2.7373204,-6.3281045,-1.0608429,-5.3848343,-2.2820501,-5.0790915,-6.1685266,-5.5724206,-4.4275103,-5.822472,-5.7978973,-5.044109,-3.3153186,-5.5932903
36,28,-5.8765965,-5.3233976,-6.096212,-5.3041325,-5.4437885,-4.265877,-7.2874227,-5.7102675,-3.478115,-5.0141964,-5.373108,-6.116756,-6.4930196,-8.357871,-6.6352453,-6.1047616,-3.5293045,-7.582645,-6.4394855,-6.386952,-5.543816,-6.415343,-5.895836,-7.431887,-2.0411215,-6.2830577,-3.0118465,-7.198016,-0.61244905,-6.03081,-2.2606125,-5.6258407,-6.8128653,-6.0721517,-4.830543,-6.057629,-7.326285,-5.2283564,-4.2025585,-6.0471883
37,28,-6.2460403,-6.070636,-6.2148232,-5.274089,-5.87481,-4.184248,-6.860228,-5.6967487,-1.8503394,-5.3380013,-5.304529,-5.620759,-6.5388656,-8.252835,-6.73449,-5.8434625,-4.625564,-7.9054556,-6.711518,-5.493841,-5.368013,-6.397515,-6.2634425,-6.513457,-3.357039,-6.50372,-3.1923633,-7.096785,-0.47588784,-5.7240343,-3.6553445,-6.43403,-6.988131,-5.535952,-4.9885626,-6.155484,-6.230677,-6.6842656,-4.2896976,-5.6360393
38,28,-6.0341873,-5.210084,-6.296176,-6.190647,-5.3367887,-5.8045235,-8.235825,-6.3909063,-3.044487,-4.7302704,-4.971555,-6.233746,-6.709309,-7.1339946,-6.554742,-6.30261,-3.3411636,-8.130112,-6.4855576,-6.819353,-6.298853,-6.838928,-5.3178697,-7.5288906,-1.1173073,-5.975802,-4.186088,-8.087685,-1.0458452,-6.4302874,-2.0781617,-5.707159,-6.924216,-5.816817,-3.89753,-6.3403783,-6.5196233,-5.823143,-5.963303,-6.5061564
39,28,-5.833555,-5.0748014,-5.8162994,-6.3527927,-7.063875,-6.9074125,-7.807249,-6.1228046,-4.7628736,-4.4376793,-4.7512703,-6.945695,-7.136791,-6.883443,-6.393589,-6.6142073,-4.1543875,-8.009259,-6.1303816,-7.593481,-5.7744846,-7.1943426,-6.3361187,-9.103432,-2.1154726,-5.235961,-5.253105,-8.3778715,-0.48541427,-6.782941,-1.9479179,-5.4617834,-6.889904,-5.680443,-4.392829,-7.335805,-8.105377,-6.6739693,-4.9886255,-6.309806
40,16,-5.754366,-4.7767625,-5.8962626,-6.444958,-5.8639464,-5.2899437,-7.87565,-6.122901,-3.5200331,-4.640776,-4.3063955,-6.055138,-6.561809,-6.9582996,-6.2407985,-5.272319,-0.93628854,-6.267037,-5.9114347,-6.468072,-5.4037204,-6.476665,-5.113905,-7.9026823,-1.3401082,-5.4600544,-6.5699544,-5.864221,-2.3520713,-6.3002734,-2.289037,-6.877454,-6.257157,-5.587426,-4.138053,-6.1061673,-8.121228,-6.4601746,-6.600792,-6.4034567
41,28,-5.1287045,-4.9737296,-5.8653207,-5.536674,-4.4000688,-4.5175643,-6.843654,-5.1249714,-2.6342425,-5.055856,-4.9813347,-5.397937,-5.843432,-6.9342647,-5.817979,-5.4943347,-3.6758916,-7.0599113,-5.615893,-5.200784,-5.220612,-5.847586,-5.1720395,-6.720126,-1.9216349,-5.399093,-3.7356687,-6.374507,-0.6992812,-5.325621,-2.8443735,-5.2091312,-5.986007,-5.7287974,-3.6359668,-5.36935,-5.3064322,-5.325966,-5.015168,-5.5106797
42,28,-5.396351,-5.8048973,-5.582752,-6.3924274,-4.875621,-4.910365,-7.814954,-5.722188,-4.3470287,-4.3822536,-5.9108458,-6.664483,-6.608387,-7.647978,-5.6741734,-6.1053505,-5.032172,-8.020216,-5.9584,-6.8757353,-5.6271124,-6.8246145,-5.3373575,-7.689616,-2.4463108,-5.076251,-3.760334,-8.535267,-0.7254684,-6.0330343,-1.360934,-5.473096,-6.1203556,-4.8383408,-3.8713856,-6.2577257,-6.4650946,-5.9209433,-5.142562,-5.378916
43,28,-7.3742905,-6.299525,-6.7888103,-7.0425262,-5.989872,-6.411433,-9.505914,-7.698726,-4.3979445,-4.924889,-6.209492,-7.7544622,-8.101385,-9.172918,-7.517276,-7.5814176,-3.8885946,-9.371397,-8.478513,-8.177826,-6.1075315,-8.036173,-5.9301753,-8.494696,-1.326182,-8.339401,-3.4666657,-9.728807,-0.70673764,-7.7037716,-2.0635982,-6.650877,-8.555994,-6.1682796,-4.4175835,-7.34421,-8.099259,-5.919496,-5.946944,-6.6188436
44,28,-6.436179,-6.767494,-5.670123,-6.9318533,-5.6301827,-5.1567416,-9.890746,-7.1626225,-4.9340887,-3.8459053,-5.8565936,-7.505426,-7.6120744,-8.772449,-6.239384,-6.897558,-4.6410756,-9.04045,-7.3466053,-8.147093,-5.8153944,-7.8048997,-5.738019,-9.360283,-1.9617162,-6.8748865,-4.884658,-10.302339,-0.3881197,-6.788478,-2.7780886,-7.23132,-7.3263707,-5.0370502,-3.801174,-7.1347528,-7.149523,-6.275073,-6.1902494,-5.7850018
45,28,-5.511334,-5.1817827,-6.1073403,-5.7524137,-4.550841,-4.144127,-7.3259716,-5.6101065,-2.7861416,-5.122783,-5.3420477,-6.0512385,-6.124512,-7.3232827,-6.1373014,-5.488155,-3.354622,-7.304866,-5.9908695,-5.8487883,-4.8549347,-6.017579,-5.704226,-6.8732076,-2.3100028,-6.1691647,-3.994352,-7.039317,-0.5042122,-5.297476,-3.6634817,-5.637424,-6.401627,-6.1398444,-3.5579114,-5.5226665,-5.603498,-5.326824,-4.939585,-5.552134
46,28,-7.1271033,-6.946335,-6.4215755,-6.3019032,-6.074568,-6.6721354,-8.450901,-7.0129538,-4.328466,-5.527639,-5.1153936,-6.8808327,-7.7550526,-8.89092,-7.278053,-7.6265793,-4.8031507,-9.413828,-8.401675,-6.748159,-5.8767715,-7.536224,-6.167506,-8.060748,-2.299287,-8.352336,-3.84503,-8.768935,-0.24005966,-7.455937,-3.791968,-6.98088,-8.598018,-6.7377434,-5.045665,-7.3990383,-6.6236334,-7.145583,-5.5515566,-6.4624186
47,28,-7.103861,-6.289465,-6.326643,-6.9705925,-5.2881136,-5.180128,-10.833761,-8.154113,-3.537042,-3.8274343,-4.956221,-7.3099375,-7.5893707,-6.585058,-6.749181,-6.8087044,-3.5233276,-9.10411,-7.278532,-7.64684,-5.6281834,-7.5955315,-6.821952,-8.793546,-0.9907148,-8.193126,-5.7350073,-8.803067,-0.9581797,-6.7009926,-3.3641958,-6.766943,-8.069055,-5.866871,-2.6073418,-7.010089,-6.815652,-4.927203,-7.1386194,-6.070695
48,28,-6.9242396,-7.130297,-4.4322143,-5.325503,-7.3389635,-6.0368996,-7.116549,-6.5505204,-3.5349767,-3.8626523,-3.2003708,-5.7989182,-6.9690156,-9.601017,-6.356635,-7.1348863,-4.464431,-8.544674,-8.915322,-6.9814243,-4.7150774,-6.644089,-4.980171,-6.9710417,-2.307767,-9.309165,-3.4404,-7.4219823,-0.45668182,-7.3636885,-3.1194086,-7.0922203,-7.5481563,-4.758225,-4.9385023,-6.944007,-7.189457,-6.2116313,-4.375328,-5.517799
49,30,-6.4148016,-6.26635,-4.9398904,-6.292939,-5.855981,-5.550474,-8.492759,-6.7202883,-5.21307,-3.8295524,-5.200363,-7.5511303,-7.1676035,-8.076507,-6.0720596,-6.0250626,-3.3437846,-7.825242,-6.547531,-7.924124,-5.880986,-7.1391726,-4.891217,-7.2376537,-1.461849,-6.6091604,-5.153393,-8.23956,-1.46651,-6.783643,-0.9535787,-6.6816893,-6.612543,-4.8121147,-4.4687986,-6.643013,-8.297567,-5.30684,-5.5934954,-6.1497164
50,28,-6.6760926,-6.486662,-5.5860868,-7.3084345,-6.231776,-6.2106194,-10.000543,-7.34443,-4.095422,-3.6667924,-5.53816,-7.5152125,-7.762809,-8.225497,-6.447726,-6.8603973,-3.5137577,-8.5521555,-7.3838654,-7.866308,-5.628584,-7.7518115,-5.4902782,-8.376663,-1.1098763,-7.5315228,-5.673656,-8.530146,-0.8632432,-7.351053,-2.1984406,-6.904788,-7.333779,-5.4101334,-4.0031624,-7.17223,-8.540567,-5.7092867,-6.706819,-6.3813896
51,30,-6.4998083,-4.465032,-4.7058115,-3.5883408,-5.311105,-5.233481,-5.271933,-6.1869154,-3.6620255,-4.408145,-3.9027715,-5.842041,-5.93297,-6.963456,-6.1489215,-5.982341,-2.2719011,-6.833777,-7.674297,-6.613437,-4.9903183,-5.4751472,-4.595035,-4.672866,-2.1533494,-7.2943044,-2.1083155,-5.9600697,-3.1174006,-6.035096,-1.2163588,-4.312734,-6.976026,-4.90355,-4.7270555,-5.5956798,-6.4561353,-3.8792439,-2.5041595,-5.271838
